Mask_Name,Coverage_Percentage
04236.png,22.1504
04237.png,28.6442
04238.png,21.9357
04239.png,25.2216
04240.png,20.3819
04241.png,25.3872
04242.png,21.6381
04243.png,20.9843
04244.png,24.6471
04245.png,27.6318
04246.png,29.0352
04247.png,20.6112
04248.png,29.1592
04249.png,24.5640
04250.png,29.0195
04251.png,24.1886
04252.png,24.6208
04253.png,29.7939
04254.png,27.7149
04255.png,20.5193
04256.png,25.2167
04257.png,22.4430
04258.png,25.0526
04259.png,20.0947
04260.png,22.7318
04261.png,23.3696
04262.png,25.1362
04263.png,29.3522
04264.png,27.0187
04265.png,27.2545
04266.png,29.8435
04267.png,28.6877
04268.png,25.7957
04269.png,21.5008
04270.png,28.2135
04271.png,28.1197
04272.png,21.3173
04273.png,25.6836
04274.png,24.6590
04275.png,24.8043
04276.png,24.8276
04277.png,25.4856
04278.png,22.2786
04279.png,28.3360
04280.png,22.0375
04281.png,24.9897
04282.png,21.6675
04283.png,24.6445
04284.png,29.1714
04285.png,21.0526
04286.png,20.3964
04287.png,21.1136
04288.png,23.2178
04289.png,26.3042
04290.png,29.9236
04291.png,29.4491
04292.png,24.8779
04293.png,25.0717
04294.png,23.8850
04295.png,29.1420
04296.png,24.4835
04297.png,22.5937
04298.png,21.8967
04299.png,26.3931
04300.png,21.3116
04301.png,26.2726
04302.png,23.1594
04303.png,20.3758
04304.png,29.7356
04305.png,20.8485
04306.png,25.8530
04307.png,26.9798
04308.png,24.2844
04309.png,22.5300
04310.png,24.3660
04311.png,28.0468
04312.png,22.8703
04313.png,20.3999
04314.png,23.5470
04315.png,20.2698
04316.png,22.8931
04317.png,23.0339
04318.png,20.3892
04319.png,22.9862
04320.png,29.9202
04321.png,27.2930
04322.png,29.8325
04323.png,23.7030
04324.png,22.3400
04325.png,29.1965
04326.png,24.0044
04327.png,24.2531
04328.png,26.3855
04329.png,28.1281
04330.png,20.9084
04331.png,26.0349
04332.png,28.3226
04333.png,22.4895
04334.png,29.0947
04335.png,29.3030
04336.png,21.0243
04337.png,27.3552
04338.png,22.0814
04339.png,29.8996
04340.png,28.4813
04341.png,27.7287
04342.png,20.9240
04343.png,23.7297
04344.png,28.1979
04345.png,20.8157
04346.png,20.9736
04347.png,21.1845
04348.png,26.9917
04349.png,26.8688
04350.png,20.2011
04351.png,23.6248
04352.png,20.1462
04353.png,21.3142
04354.png,28.0743
04355.png,22.3972
04356.png,21.2666
04357.png,20.1645
04358.png,26.1620
04359.png,23.5321
04360.png,27.8339
04361.png,26.7147
04362.png,24.4987
04363.png,23.4470
04364.png,27.0344
04365.png,24.2237
04366.png,24.6075
04367.png,20.5021
04368.png,22.0016
04369.png,28.1387
04370.png,28.4756
04371.png,20.5601
04372.png,29.5750
04373.png,22.9813
04374.png,22.5239
04375.png,24.1882
04376.png,25.6908
04377.png,23.9647
04378.png,26.3382
04379.png,28.5557
04380.png,24.1589
04381.png,28.9169
04382.png,22.9031
04383.png,28.1258
04384.png,26.9840
04385.png,20.5811
04386.png,24.6986
04387.png,20.0386
04388.png,23.2674
04389.png,22.1863
04390.png,23.0751
04391.png,27.6485
04392.png,21.3409
04393.png,27.6608
04394.png,23.8743
04395.png,20.0165
04396.png,28.1078
04397.png,26.7181
04398.png,28.1548
04399.png,21.1235
04400.png,23.1758
04401.png,29.6200
04402.png,29.9885
04403.png,27.5043
04404.png,21.5015
04405.png,29.3682
04406.png,21.4153
04407.png,29.0501
04408.png,26.8562
04409.png,22.0482
04410.png,21.4424
04411.png,20.9328
04412.png,23.2811
04413.png,29.4357
04414.png,24.5026
04415.png,20.5780
04416.png,21.6553
04417.png,20.0878
04418.png,25.1877
04419.png,28.3127
04420.png,20.8225
04421.png,26.4290
04422.png,23.7247
04423.png,22.8840
04424.png,22.9671
04425.png,21.4081
04426.png,21.0247
04427.png,22.2485
04428.png,27.0992
04429.png,21.9353
04430.png,23.7331
04431.png,20.4739
04432.png,29.9767
04433.png,21.3264
04434.png,21.6194
04435.png,28.3634
04436.png,22.0310
04437.png,21.5790
04438.png,22.7226
04439.png,20.6638
04440.png,28.6743
04441.png,26.5678
04442.png,29.1550
04443.png,21.1739
04444.png,25.1350
04445.png,27.4723
04446.png,24.5632
04447.png,29.6772
04448.png,25.8438
04449.png,21.3047
04450.png,21.2009
04451.png,26.0708
04452.png,21.8029
04453.png,25.1755
04454.png,23.7457
04455.png,20.7455
04456.png,29.9957
04457.png,27.0973
04458.png,21.6244
04459.png,26.3443
04460.png,21.6000
04461.png,21.2219
04462.png,20.8351
04463.png,25.8942
04464.png,21.7911
04465.png,24.1894
04466.png,23.4756
04467.png,23.5676
04468.png,22.1951
04469.png,22.6501
04470.png,28.2131
04471.png,25.4051
04472.png,29.6711
04473.png,29.4144
04474.png,23.9529
04475.png,23.5600
04476.png,21.1319
04477.png,26.2371
04478.png,24.1009
04479.png,28.9604
04480.png,26.9211
04481.png,27.5887
04482.png,21.1960
04483.png,24.7063
04484.png,26.3954
04485.png,26.4458
04486.png,25.1034
04487.png,20.3247
04488.png,24.9676
04489.png,26.6571
04490.png,25.6287
04491.png,24.5388
04492.png,26.2230
04493.png,25.2842
04494.png,29.2553
04495.png,21.9646
04496.png,21.5744
04497.png,20.6299
04498.png,20.8115
04499.png,23.8167
04500.png,28.9516
04501.png,20.9496
04502.png,26.1242
04503.png,24.8753
04504.png,20.6787
04505.png,21.0732
04506.png,27.3136
04507.png,20.1824
04508.png,24.8745
04509.png,23.2384
04510.png,20.9446
04511.png,27.2301
04512.png,24.2691
04513.png,25.6310
04514.png,26.0559
04515.png,23.3501
04516.png,27.5459
04517.png,26.5240
04518.png,23.5359
04519.png,20.4327
04520.png,20.5612
04521.png,24.3240
04522.png,21.5958
04523.png,27.8008
04524.png,21.2357
04525.png,25.2296
04526.png,20.7966
04527.png,23.5435
04528.png,23.4108
04529.png,26.4503
04530.png,22.3381
04531.png,26.2966
04532.png,20.5635
04533.png,20.5635
04534.png,24.3237
04535.png,26.8879
04536.png,25.5348
04537.png,24.9500
04538.png,25.8476
04539.png,26.6071
04540.png,27.1877
04541.png,25.6927
04542.png,24.2973
04543.png,25.2533
04544.png,26.9375
04545.png,20.5173
04546.png,28.7849
04547.png,27.2552
04548.png,26.6518
04549.png,23.5184
04550.png,29.1290
04551.png,21.8536
04552.png,21.0587
04553.png,23.2758
04554.png,29.2004
04555.png,21.2166
04556.png,21.3486
04557.png,28.7632
04558.png,27.3087
04559.png,27.3136
04560.png,21.1193
04561.png,23.5714
04562.png,23.6622
04563.png,27.1938
04564.png,20.9824
04565.png,28.9417
04566.png,25.7992
04567.png,21.9894
04568.png,29.5956
04569.png,26.5537
04570.png,24.1386
04571.png,20.2606
04572.png,20.9240
04573.png,22.6685
04574.png,21.0430
04575.png,24.2111
04576.png,23.2449
04577.png,22.0875
04578.png,21.3940
04579.png,20.6936
04580.png,20.7371
04581.png,20.4006
04582.png,21.8155
04583.png,23.9651
04584.png,20.4636
04585.png,21.9624
04586.png,21.2196
04587.png,23.9105
04588.png,24.6914
04589.png,24.4217
04590.png,21.2608
04591.png,21.3799
04592.png,28.7239
04593.png,28.8250
04594.png,29.7413
04595.png,20.1553
04596.png,24.8150
04597.png,24.5495
04598.png,21.5378
04599.png,22.9790
04600.png,27.3888
04601.png,20.2694
04602.png,24.5239
04603.png,24.5667
04604.png,26.2638
04605.png,24.9966
04606.png,28.2772
04607.png,22.5883
04608.png,21.1903
04609.png,21.6839
04610.png,24.1463
04611.png,20.2168
04612.png,25.6878
04613.png,24.1211
04614.png,20.2812
04615.png,20.9068
04616.png,21.4046
04617.png,26.5453
04618.png,25.3696
04619.png,23.8636
04620.png,20.4483
04621.png,28.9959
04622.png,29.6165
04623.png,28.2207
04624.png,26.8475
04625.png,22.2340
04626.png,26.3966
04627.png,27.5761
04628.png,25.8587
04629.png,21.6923
04630.png,25.1038
04631.png,27.1652
04632.png,21.4420
04633.png,20.2057
04634.png,28.4134
04635.png,27.6806
04636.png,23.5722
04637.png,25.1060
04638.png,27.1072
04639.png,24.7181
04640.png,24.2397
04641.png,21.3760
04642.png,22.3351
04643.png,28.7266
04644.png,22.8157
04645.png,21.9284
04646.png,25.0404
04647.png,25.7477
04648.png,22.4270
04649.png,23.8018
04650.png,25.3620
04651.png,20.4865
04652.png,22.6131
04653.png,20.4754
04654.png,23.4573
04655.png,28.6236
04656.png,22.8870
04657.png,23.7633
04658.png,27.6035
04659.png,25.2800
04660.png,20.2110
04661.png,27.1912
04662.png,23.5352
04663.png,28.2093
04664.png,26.1600
04665.png,27.1317
04666.png,22.9126
04667.png,29.4468
04668.png,21.7896
04669.png,27.2137
04670.png,20.5524
04671.png,26.6609
04672.png,21.4546
04673.png,20.3270
04674.png,29.1153
04675.png,20.4826
04676.png,21.9955
04677.png,24.5289
04678.png,22.3167
04679.png,29.2728
04680.png,22.6028
04681.png,28.3203
04682.png,25.7511
04683.png,22.6028
04684.png,22.7699
04685.png,21.1361
04686.png,23.6023
04687.png,25.8194
04688.png,27.7817
04689.png,23.6691
04690.png,21.6633
04691.png,25.6298
04692.png,20.2141
04693.png,24.3931
04694.png,22.4293
04695.png,22.6192
04696.png,27.8843
04697.png,23.9132
04698.png,27.2503
04699.png,26.8459
04700.png,28.4786
04701.png,23.8022
04702.png,28.7064
04703.png,26.0086
04704.png,25.0042
04705.png,20.6161
04706.png,27.7481
04707.png,26.9543
04708.png,26.3885
04709.png,24.0314
04710.png,27.0573
04711.png,22.0276
04712.png,26.9646
04713.png,28.0231
04714.png,20.1859
04715.png,20.1321
04716.png,23.5134
04717.png,25.0217
04718.png,21.8468
04719.png,23.3883
04720.png,20.6867
04721.png,26.5160
04722.png,29.2652
04723.png,25.4604
04724.png,21.6797
04725.png,23.6786
04726.png,26.7807
04727.png,20.1721
04728.png,25.2045
04729.png,26.3954
04730.png,21.3249
04731.png,22.5925
04732.png,21.0793
04733.png,24.8703
04734.png,28.9360
04735.png,21.9700
04736.png,22.5754
04737.png,20.3526
04738.png,23.8407
04739.png,27.8023
04740.png,29.6139
04741.png,23.3288
04742.png,22.7135
04743.png,21.3276
04744.png,21.5218
04745.png,24.2691
04746.png,29.2858
04747.png,23.7629
04748.png,21.7834
04749.png,28.9757
04750.png,21.3768
04751.png,26.3252
04752.png,23.9498
04753.png,21.5439
04754.png,26.9276
04755.png,27.8248
04756.png,22.5128
04757.png,27.3590
04758.png,28.6163
04759.png,25.0580
04760.png,25.8198
04761.png,23.4463
04762.png,25.4055
04763.png,24.0929
04764.png,29.8058
04765.png,25.4242
04766.png,23.4489
04767.png,25.8350
04768.png,20.8733
04769.png,21.5878
04770.png,25.2583
04771.png,24.3095
04772.png,21.0045
04773.png,21.8918
04774.png,26.8028
04775.png,20.0760
04776.png,23.4966
04777.png,25.6508
04778.png,22.6898
04779.png,29.8443
04780.png,26.4889
04781.png,26.6220
04782.png,24.0269
04783.png,26.7021
04784.png,24.5850
04785.png,24.5098
04786.png,27.4384
04787.png,27.3876
04788.png,23.8750
04789.png,25.5722
04790.png,21.0037
04791.png,22.4186
04792.png,20.0764
04793.png,28.9307
04794.png,22.7131
04795.png,20.7699
04796.png,20.2805
04797.png,26.3958
04798.png,29.5582
04799.png,22.6295
04800.png,20.7279
04801.png,21.8575
04802.png,21.6900
04803.png,20.0089
04804.png,20.6379
04805.png,23.1781
04806.png,26.9871
04807.png,28.5130
04808.png,25.5180
04809.png,20.9373
04810.png,22.9774
04811.png,25.1663
04812.png,21.0445
04813.png,22.8462
04814.png,22.8382
04815.png,22.8592
04816.png,24.8749
04817.png,24.5514
04818.png,28.0537
04819.png,24.8474
04820.png,27.0760
04821.png,27.2186
04822.png,26.1822
04823.png,24.7253
04824.png,29.7157
04825.png,25.0523
04826.png,28.5934
04827.png,20.1256
04828.png,27.0649
04829.png,24.9813
04830.png,28.9253
04831.png,26.4126
04832.png,27.7550
04833.png,25.6969
04834.png,23.5729
04835.png,20.8088
04836.png,24.4469
04837.png,20.8263
04838.png,28.1975
04839.png,26.7651
04840.png,22.6761
04841.png,22.7905
04842.png,27.2869
04843.png,27.4891
04844.png,23.9601
04845.png,20.1279
04846.png,24.2607
04847.png,24.8375
04848.png,24.0467
04849.png,23.2548
04850.png,22.4136
04851.png,24.7559
04852.png,22.8153
04853.png,20.5791
04854.png,28.6270
04855.png,20.0081
04856.png,28.1185
04857.png,20.7645
04858.png,20.1618
04859.png,20.5372
04860.png,22.6585
04861.png,23.5050
04862.png,20.4506
04863.png,24.9306
04864.png,22.1111
04865.png,27.5455
04866.png,20.8813
04867.png,21.7964
04868.png,24.8470
04869.png,24.7787
04870.png,26.5675
04871.png,28.2532
04872.png,22.4785
04873.png,27.7851
04874.png,22.3801
04875.png,26.3596
04876.png,27.4029
04877.png,24.5678
04878.png,21.6503
04879.png,21.2528
04880.png,27.9995
04881.png,22.5296
04882.png,23.0213
04883.png,26.4313
04884.png,23.8262
04885.png,28.4473
04886.png,22.9668
04887.png,22.5971
04888.png,23.8873
04889.png,28.5500
04890.png,25.4284
04891.png,22.7341
04892.png,29.0543
04893.png,20.0771
04894.png,20.7825
04895.png,25.7698
04896.png,20.4086
04897.png,20.9282
04898.png,21.3184
04899.png,20.1950
04900.png,25.8961
04901.png,29.0081
04902.png,28.4542
04903.png,26.4442
04904.png,20.3476
04905.png,28.4550
04906.png,21.4157
04907.png,24.6471
04908.png,23.9208
04909.png,22.6612
04910.png,29.8237
04911.png,25.2113
04912.png,26.7029
04913.png,25.5882
04914.png,22.3381
04915.png,22.3644
04916.png,27.8965
04917.png,20.4441
04918.png,22.1870
04919.png,27.9720
04920.png,21.5294
04921.png,22.7486
04922.png,21.5881
04923.png,28.9417
04924.png,21.9013
04925.png,28.3756
04926.png,22.2813
04927.png,22.8180
04928.png,25.9548
04929.png,21.1086
04930.png,21.1979
04931.png,27.1530
04932.png,26.2444
04933.png,20.0039
04934.png,20.0478
04935.png,28.0636
04936.png,23.2544
04937.png,22.0310
04938.png,24.4461
04939.png,21.4535
04940.png,24.3530
04941.png,24.3416
04942.png,23.8121
04943.png,28.4443
04944.png,22.9656
04945.png,21.4741
04946.png,21.1811
04947.png,22.0684
04948.png,22.6601
04949.png,22.3232
04950.png,23.4100
04951.png,23.2254
04952.png,20.2736
04953.png,24.8978
04954.png,27.9430
04955.png,20.0024
04956.png,21.8601
04957.png,20.5734
04958.png,24.9821
04959.png,21.3142
04960.png,27.6978
04961.png,24.0410
04962.png,29.1664
04963.png,25.9228
04964.png,25.0698
04965.png,20.7588
04966.png,25.7580
04967.png,20.7012
04968.png,20.8969
04969.png,23.8342
04970.png,26.5141
04971.png,28.3279
04972.png,22.6986
04973.png,23.2384
04974.png,22.8798
04975.png,21.8285
04976.png,22.0860
04977.png,20.2740
04978.png,25.0443
04979.png,26.8459
04980.png,22.3392
04981.png,27.6497
04982.png,23.9822
04983.png,27.5028
04984.png,24.0616
04985.png,28.4897
04986.png,20.4288
04987.png,22.1649
04988.png,24.5361
04989.png,24.1459
04990.png,24.1268
04991.png,26.4343
04992.png,22.8176
04993.png,25.4406
04994.png,25.9068
04995.png,23.7961
04996.png,25.8366
04997.png,22.1668
04998.png,23.6366
04999.png,29.4697
05000.png,29.0417
05001.png,28.2761
05002.png,23.4520
05003.png,25.6565
05004.png,22.2836
05005.png,24.1360
05006.png,29.9740
05007.png,20.1206
05008.png,20.0546
05009.png,20.7897
05010.png,21.3825
05011.png,28.9932
05012.png,25.0782
05013.png,27.1618
05014.png,28.5046
05015.png,29.2881
05016.png,20.5776
05017.png,24.6807
05018.png,28.7769
05019.png,20.1752
05020.png,24.4179
05021.png,21.7659
05022.png,26.6083
05023.png,20.2560
05024.png,22.5025
05025.png,20.4525
05026.png,29.5967
05027.png,27.4864
05028.png,28.9742
05029.png,20.6932
05030.png,28.6514
05031.png,23.9288
05032.png,27.9911
05033.png,25.6493
05034.png,25.0507
05035.png,23.8281
05036.png,24.6487
05037.png,28.7991
05038.png,24.2279
05039.png,23.1182
05040.png,27.6699
05041.png,25.4635
05042.png,27.2896
05043.png,23.7350
05044.png,29.3861
05045.png,25.5142
05046.png,25.2895
05047.png,20.7184
05048.png,27.7058
05049.png,22.5025
05050.png,21.0712
05051.png,20.0912
05052.png,28.6808
05053.png,26.9512
05054.png,23.8075
05055.png,23.4444
05056.png,20.9137
05057.png,20.7886
05058.png,27.3407
05059.png,22.6089
05060.png,20.0459
05061.png,23.5306
05062.png,28.5725
05063.png,24.6571
05064.png,22.3484
05065.png,29.3510
05066.png,29.9095
05067.png,20.1462
05068.png,24.3324
05069.png,23.6275
05070.png,24.1074
05071.png,20.1252
05072.png,23.9952
05073.png,24.7643
05074.png,21.5801
05075.png,23.1056
05076.png,26.7162
05077.png,28.0819
05078.png,23.0885
05079.png,21.6763
05080.png,20.6402
05081.png,20.2072
05082.png,21.3802
05083.png,22.1466
05084.png,21.3478
05085.png,22.0364
05086.png,21.8784
05087.png,28.8258
05088.png,21.6671
05089.png,27.5932
05090.png,23.1815
05091.png,28.2883
05092.png,24.9294
05093.png,26.0963
05094.png,26.3783
05095.png,23.2826
05096.png,27.0683
05097.png,28.7685
05098.png,25.2026
05099.png,27.0058
05100.png,25.2754
05101.png,20.6161
05102.png,21.0926
05103.png,20.1294
05104.png,23.5828
05105.png,24.5132
05106.png,29.5834
05107.png,27.2030
05108.png,28.8509
05109.png,26.6541
05110.png,24.4541
05111.png,20.0066
05112.png,25.6874
05113.png,24.9210
05114.png,28.1719
05115.png,27.5623
05116.png,26.2039
05117.png,29.4250
05118.png,28.6388
05119.png,25.8228
05120.png,22.1771
05121.png,26.5038
05122.png,21.8231
05123.png,28.0071
05124.png,24.8829
05125.png,29.0394
05126.png,28.7678
05127.png,21.9173
05128.png,20.9362
05129.png,26.2547
05130.png,29.2297
05131.png,28.0567
05132.png,23.1697
05133.png,27.2495
05134.png,24.4823
05135.png,20.2068
05136.png,25.2514
05137.png,23.9101
05138.png,29.0169
05139.png,29.2747
05140.png,28.1410
05141.png,22.6215
05142.png,29.6780
05143.png,20.2797
05144.png,26.1292
05145.png,20.0310
05146.png,22.2626
05147.png,25.3265
05148.png,28.1429
05149.png,22.2744
05150.png,29.4044
05151.png,23.5203
05152.png,26.6346
05153.png,23.2452
05154.png,29.5216
05155.png,22.9050
05156.png,27.1629
05157.png,23.2292
05158.png,24.9348
05159.png,20.6081
05160.png,22.0043
05161.png,26.3535
05162.png,29.8397
05163.png,29.1496
05164.png,23.7598
05165.png,24.7601
05166.png,25.7828
05167.png,20.5791
05168.png,28.2539
05169.png,24.7776
05170.png,20.0813
05171.png,28.5561
05172.png,24.4675
05173.png,25.4078
05174.png,26.5434
05175.png,24.0753
05176.png,22.4895
05177.png,28.9230
05178.png,26.7738
05179.png,26.3584
05180.png,22.6871
05181.png,27.7916
05182.png,20.0375
05183.png,22.1786
05184.png,20.4876
05185.png,24.2714
05186.png,29.0646
05187.png,26.5945
05188.png,26.0834
05189.png,26.6296
05190.png,23.0408
05191.png,29.6127
05192.png,24.3855
05193.png,24.8760
05194.png,26.8490
05195.png,27.7386
05196.png,21.8018
05197.png,22.7764
05198.png,28.6903
05199.png,22.3034
05200.png,26.7208
05201.png,24.0162
05202.png,25.4082
05203.png,20.8145
05204.png,21.1632
05205.png,21.2677
05206.png,29.6932
